run,label_idx,alpha,tp,fp,tn,fn,name
78,2,0.1,2641,98,724,261,df_ml_cc_wo_demo_ip
79,0,0.1,551,306,2789,75,df_ml_cc_wo_demo_ip
79,1,0.1,550,331,2785,55,df_ml_cc_wo_demo_ip
79,2,0.1,2609,99,732,281,df_ml_cc_wo_demo_ip
80,0,0.1,563,316,2801,41,df_ml_cc_wo_demo_ip
80,1,0.1,537,313,2810,61,df_ml_cc_wo_demo_ip
80,2,0.1,2589,78,718,336,df_ml_cc_wo_demo_ip
81,0,0.1,526,314,2816,66,df_ml_cc_wo_demo_ip
81,1,0.1,514,309,2836,63,df_ml_cc_wo_demo_ip
81,2,0.1,2641,63,730,288,df_ml_cc_wo_demo_ip
82,0,0.1,519,320,2796,82,df_ml_cc_wo_demo_ip
82,1,0.1,529,276,2846,66,df_ml_cc_wo_demo_ip
82,2,0.1,2632,99,703,283,df_ml_cc_wo_demo_ip
83,0,0.1,563,317,2789,52,df_ml_cc_wo_demo_ip
83,1,0.1,527,305,2837,52,df_ml_cc_wo_demo_ip
83,2,0.1,2653,71,726,271,df_ml_cc_wo_demo_ip
84,0,0.1,569,327,2756,61,df_ml_cc_wo_demo_ip
84,1,0.1,544,306,2794,69,df_ml_cc_wo_demo_ip
84,2,0.1,2627,80,742,264,df_ml_cc_wo_demo_ip
85,0,0.1,572,264,2823,60,df_ml_cc_wo_demo_ip
85,1,0.1,565,318,2789,47,df_ml_cc_wo_demo_ip
85,2,0.1,2609,84,742,284,df_ml_cc_wo_demo_ip
86,0,0.1,547,291,2830,54,df_ml_cc_wo_demo_ip
86,1,0.1,522,282,2855,63,df_ml_cc_wo_demo_ip
86,2,0.1,2673,82,706,261,df_ml_cc_wo_demo_ip
87,0,0.1,523,311,2827,67,df_ml_cc_wo_demo_ip
87,1,0.1,504,300,2861,63,df_ml_cc_wo_demo_ip
87,2,0.1,2639,96,684,309,df_ml_cc_wo_demo_ip
88,0,0.1,571,287,2806,55,df_ml_cc_wo_demo_ip
88,1,0.1,534,335,2804,46,df_ml_cc_wo_demo_ip
88,2,0.1,2657,91,724,247,df_ml_cc_wo_demo_ip
89,0,0.1,552,330,2774,69,df_ml_cc_wo_demo_ip
89,1,0.1,518,310,2839,58,df_ml_cc_wo_demo_ip
89,2,0.1,2655,80,719,271,df_ml_cc_wo_demo_ip
90,0,0.1,581,310,2781,54,df_ml_cc_wo_demo_ip
90,1,0.1,523,334,2813,56,df_ml_cc_wo_demo_ip
90,2,0.1,2592,85,726,323,df_ml_cc_wo_demo_ip
91,0,0.1,550,344,2777,57,df_ml_cc_wo_demo_ip
91,1,0.1,504,338,2835,51,df_ml_cc_wo_demo_ip
91,2,0.1,2646,74,711,297,df_ml_cc_wo_demo_ip
92,0,0.1,567,308,2802,41,df_ml_cc_wo_demo_ip
92,1,0.1,521,333,2796,68,df_ml_cc_wo_demo_ip
92,2,0.1,2604,73,739,302,df_ml_cc_wo_demo_ip
93,0,0.1,534,328,2806,56,df_ml_cc_wo_demo_ip
93,1,0.1,497,318,2860,49,df_ml_cc_wo_demo_ip
93,2,0.1,2685,64,709,266,df_ml_cc_wo_demo_ip
94,0,0.1,581,279,2810,53,df_ml_cc_wo_demo_ip
94,1,0.1,552,319,2800,52,df_ml_cc_wo_demo_ip
94,2,0.1,2589,69,756,309,df_ml_cc_wo_demo_ip
95,0,0.1,578,286,2808,54,df_ml_cc_wo_demo_ip
95,1,0.1,556,284,2840,46,df_ml_cc_wo_demo_ip
95,2,0.1,2595,90,730,311,df_ml_cc_wo_demo_ip
96,0,0.1,545,270,2855,55,df_ml_cc_wo_demo_ip
96,1,0.1,511,331,2833,50,df_ml_cc_wo_demo_ip
96,2,0.1,2651,91,690,293,df_ml_cc_wo_demo_ip
97,0,0.1,578,303,2791,55,df_ml_cc_wo_demo_ip
97,1,0.1,535,311,2823,58,df_ml_cc_wo_demo_ip
97,2,0.1,2625,70,759,273,df_ml_cc_wo_demo_ip
98,0,0.1,550,321,2782,64,df_ml_cc_wo_demo_ip
98,1,0.1,520,304,2823,70,df_ml_cc_wo_demo_ip
98,2,0.1,2615,80,733,289,df_ml_cc_wo_demo_ip
99,0,0.1,573,351,2750,47,df_ml_cc_wo_demo_ip
99,1,0.1,524,309,2822,66,df_ml_cc_wo_demo_ip
99,2,0.1,2618,78,731,294,df_ml_cc_wo_demo_ip
0,0,0.25,494,794,2283,155,df_ml_cc_wo_demo_ip
0,1,0.25,434,794,2368,130,df_ml_cc_wo_demo_ip
0,2,0.25,2175,252,543,756,df_ml_cc_wo_demo_ip
1,0,0.25,452,748,2369,160,df_ml_cc_wo_demo_ip
1,1,0.25,410,815,2365,139,df_ml_cc_wo_demo_ip
1,2,0.25,2166,199,586,778,df_ml_cc_wo_demo_ip
2,0,0.25,458,797,2328,136,df_ml_cc_wo_demo_ip
2,1,0.25,421,766,2408,124,df_ml_cc_wo_demo_ip
2,2,0.25,2186,177,596,760,df_ml_cc_wo_demo_ip
3,0,0.25,487,771,2326,139,df_ml_cc_wo_demo_ip
3,1,0.25,432,786,2343,162,df_ml_cc_wo_demo_ip
3,2,0.25,2142,190,629,762,df_ml_cc_wo_demo_ip
4,0,0.25,489,733,2386,118,df_ml_cc_wo_demo_ip
4,1,0.25,425,748,2401,152,df_ml_cc_wo_demo_ip
4,2,0.25,2268,202,584,672,df_ml_cc_wo_demo_ip
5,0,0.25,462,803,2316,142,df_ml_cc_wo_demo_ip
5,1,0.25,472,789,2329,133,df_ml_cc_wo_demo_ip
5,2,0.25,2160,202,618,743,df_ml_cc_wo_demo_ip
6,0,0.25,436,837,2292,157,df_ml_cc_wo_demo_ip
6,1,0.25,448,783,2351,140,df_ml_cc_wo_demo_ip
6,2,0.25,2191,194,581,756,df_ml_cc_wo_demo_ip
7,0,0.25,428,723,2413,156,df_ml_cc_wo_demo_ip
7,1,0.25,412,777,2356,175,df_ml_cc_wo_demo_ip
7,2,0.25,2211,222,555,732,df_ml_cc_wo_demo_ip
8,0,0.25,422,773,2357,172,df_ml_cc_wo_demo_ip
8,1,0.25,413,808,2377,126,df_ml_cc_wo_demo_ip
8,2,0.25,2218,212,558,736,df_ml_cc_wo_demo_ip
9,0,0.25,440,769,2352,161,df_ml_cc_wo_demo_ip
9,1,0.25,421,719,2431,151,df_ml_cc_wo_demo_ip
9,2,0.25,2200,203,596,723,df_ml_cc_wo_demo_ip
10,0,0.25,480,770,2337,130,df_ml_cc_wo_demo_ip
10,1,0.25,442,719,2419,137,df_ml_cc_wo_demo_ip
10,2,0.25,2200,189,617,711,df_ml_cc_wo_demo_ip
11,0,0.25,442,763,2365,150,df_ml_cc_wo_demo_ip
11,1,0.25,417,748,2421,134,df_ml_cc_wo_demo_ip
11,2,0.25,2206,176,599,739,df_ml_cc_wo_demo_ip
12,0,0.25,458,845,2244,169,df_ml_cc_wo_demo_ip
12,1,0.25,478,809,2294,135,df_ml_cc_wo_demo_ip
12,2,0.25,2155,218,618,725,df_ml_cc_wo_demo_ip
13,0,0.25,472,860,2238,158,df_ml_cc_wo_demo_ip
13,1,0.25,452,720,2396,160,df_ml_cc_wo_demo_ip
13,2,0.25,2167,200,627,734,df_ml_cc_wo_demo_ip
14,0,0.25,444,786,2345,137,df_ml_cc_wo_demo_ip
14,1,0.25,416,798,2360,138,df_ml_cc_wo_demo_ip
14,2,0.25,2235,194,574,709,df_ml_cc_wo_demo_ip
15,0,0.25,465,852,2238,167,df_ml_cc_wo_demo_ip
15,1,0.25,443,814,2326,139,df_ml_cc_wo_demo_ip
15,2,0.25,2126,224,593,779,df_ml_cc_wo_demo_ip
16,0,0.25,465,827,2307,123,df_ml_cc_wo_demo_ip
16,1,0.25,436,795,2357,134,df_ml_cc_wo_demo_ip
16,2,0.25,2218,173,612,719,df_ml_cc_wo_demo_ip
17,0,0.25,480,811,2278,150,df_ml_cc_wo_demo_ip
17,1,0.25,432,861,2282,144,df_ml_cc_wo_demo_ip
17,2,0.25,2158,180,633,748,df_ml_cc_wo_demo_ip
18,0,0.25,412,771,2363,172,df_ml_cc_wo_demo_ip
18,1,0.25,414,779,2390,135,df_ml_cc_wo_demo_ip
18,2,0.25,2176,200,563,779,df_ml_cc_wo_demo_ip
19,0,0.25,460,835,2272,155,df_ml_cc_wo_demo_ip
19,1,0.25,395,768,2386,173,df_ml_cc_wo_demo_ip
19,2,0.25,2195,210,583,734,df_ml_cc_wo_demo_ip
20,0,0.25,457,811,2295,158,df_ml_cc_wo_demo_ip
20,1,0.25,423,831,2307,160,df_ml_cc_wo_demo_ip
20,2,0.25,2113,181,630,797,df_ml_cc_wo_demo_ip
21,0,0.25,462,776,2317,164,df_ml_cc_wo_demo_ip
21,1,0.25,428,819,2315,157,df_ml_cc_wo_demo_ip
21,2,0.25,2166,210,597,746,df_ml_cc_wo_demo_ip
22,0,0.25,456,742,2362,162,df_ml_cc_wo_demo_ip
22,1,0.25,457,757,2348,160,df_ml_cc_wo_demo_ip
22,2,0.25,2202,244,587,689,df_ml_cc_wo_demo_ip
23,0,0.25,424,745,2372,190,df_ml_cc_wo_demo_ip
23,1,0.25,455,770,2375,131,df_ml_cc_wo_demo_ip
23,2,0.25,2208,210,584,729,df_ml_cc_wo_demo_ip
24,0,0.25,463,769,2327,164,df_ml_cc_wo_demo_ip
24,1,0.25,475,753,2373,122,df_ml_cc_wo_demo_ip
24,2,0.25,2263,198,630,632,df_ml_cc_wo_demo_ip
25,0,0.25,447,767,2339,171,df_ml_cc_wo_demo_ip
25,1,0.25,425,830,2300,169,df_ml_cc_wo_demo_ip
25,2,0.25,2208,194,619,703,df_ml_cc_wo_demo_ip
26,0,0.25,485,701,2371,164,df_ml_cc_wo_demo_ip
26,1,0.25,486,772,2323,140,df_ml_cc_wo_demo_ip
26,2,0.25,2229,226,605,661,df_ml_cc_wo_demo_ip
27,0,0.25,454,818,2307,142,df_ml_cc_wo_demo_ip
27,1,0.25,405,773,2390,153,df_ml_cc_wo_demo_ip
27,2,0.25,2230,182,579,730,df_ml_cc_wo_demo_ip
28,0,0.25,490,787,2298,146,df_ml_cc_wo_demo_ip
28,1,0.25,440,812,2330,139,df_ml_cc_wo_demo_ip
28,2,0.25,2250,190,615,666,df_ml_cc_wo_demo_ip
29,0,0.25,457,765,2373,132,df_ml_cc_wo_demo_ip
29,1,0.25,460,733,2396,138,df_ml_cc_wo_demo_ip
29,2,0.25,2217,197,599,714,df_ml_cc_wo_demo_ip
30,0,0.25,408,833,2307,176,df_ml_cc_wo_demo_ip
30,1,0.25,407,809,2372,136,df_ml_cc_wo_demo_ip
30,2,0.25,2211,209,547,757,df_ml_cc_wo_demo_ip
31,0,0.25,447,759,2359,163,df_ml_cc_wo_demo_ip
31,1,0.25,449,786,2368,125,df_ml_cc_wo_demo_ip
31,2,0.25,2240,191,610,687,df_ml_cc_wo_demo_ip
32,0,0.25,459,755,2346,164,df_ml_cc_wo_demo_ip
32,1,0.25,444,809,2315,156,df_ml_cc_wo_demo_ip
32,2,0.25,2182,201,622,719,df_ml_cc_wo_demo_ip
33,0,0.25,423,791,2333,175,df_ml_cc_wo_demo_ip
33,1,0.25,425,781,2368,148,df_ml_cc_wo_demo_ip
33,2,0.25,2158,226,556,782,df_ml_cc_wo_demo_ip
34,0,0.25,458,789,2324,151,df_ml_cc_wo_demo_ip
34,1,0.25,448,806,2342,126,df_ml_cc_wo_demo_ip
34,2,0.25,2281,177,632,632,df_ml_cc_wo_demo_ip
35,0,0.25,470,796,2333,130,df_ml_cc_wo_demo_ip
35,1,0.25,429,762,2378,160,df_ml_cc_wo_demo_ip
35,2,0.25,2166,222,589,752,df_ml_cc_wo_demo_ip
36,0,0.25,472,774,2316,161,df_ml_cc_wo_demo_ip
36,1,0.25,464,778,2337,144,df_ml_cc_wo_demo_ip
36,2,0.25,2172,202,635,714,df_ml_cc_wo_demo_ip
37,0,0.25,442,725,2379,169,df_ml_cc_wo_demo_ip
37,1,0.25,430,733,2402,150,df_ml_cc_wo_demo_ip
37,2,0.25,2206,227,584,698,df_ml_cc_wo_demo_ip
38,0,0.25,449,772,2348,155,df_ml_cc_wo_demo_ip
38,1,0.25,423,780,2366,155,df_ml_cc_wo_demo_ip
38,2,0.25,2229,195,587,713,df_ml_cc_wo_demo_ip
39,0,0.25,494,739,2349,147,df_ml_cc_wo_demo_ip
39,1,0.25,465,767,2358,139,df_ml_cc_wo_demo_ip
39,2,0.25,2215,192,638,684,df_ml_cc_wo_demo_ip
40,0,0.25,485,746,2345,141,df_ml_cc_wo_demo_ip
40,1,0.25,475,726,2388,128,df_ml_cc_wo_demo_ip
40,2,0.25,2183,159,657,718,df_ml_cc_wo_demo_ip
41,0,0.25,430,781,2358,147,df_ml_cc_wo_demo_ip
41,1,0.25,388,779,2389,160,df_ml_cc_wo_demo_ip
41,2,0.25,2196,200,557,763,df_ml_cc_wo_demo_ip
42,0,0.25,471,765,2324,169,df_ml_cc_wo_demo_ip
42,1,0.25,429,757,2368,175,df_ml_cc_wo_demo_ip
42,2,0.25,2174,204,619,732,df_ml_cc_wo_demo_ip
43,0,0.25,445,810,2309,159,df_ml_cc_wo_demo_ip
43,1,0.25,420,807,2344,152,df_ml_cc_wo_demo_ip
43,2,0.25,2212,212,561,738,df_ml_cc_wo_demo_ip
44,0,0.25,445,823,2291,165,df_ml_cc_wo_demo_ip
44,1,0.25,448,733,2397,146,df_ml_cc_wo_demo_ip
44,2,0.25,2182,205,612,725,df_ml_cc_wo_demo_ip
45,0,0.25,443,789,2342,149,df_ml_cc_wo_demo_ip
45,1,0.25,460,769,2372,122,df_ml_cc_wo_demo_ip
45,2,0.25,2252,200,589,682,df_ml_cc_wo_demo_ip
46,0,0.25,473,828,2293,132,df_ml_cc_wo_demo_ip
46,1,0.25,438,791,2353,144,df_ml_cc_wo_demo_ip
46,2,0.25,2141,202,604,779,df_ml_cc_wo_demo_ip
47,0,0.25,460,757,2381,121,df_ml_cc_wo_demo_ip
47,1,0.25,409,879,2296,135,df_ml_cc_wo_demo_ip
47,2,0.25,2199,141,615,764,df_ml_cc_wo_demo_ip
48,0,0.25,506,803,2261,152,df_ml_cc_wo_demo_ip
48,1,0.25,442,773,2360,147,df_ml_cc_wo_demo_ip
48,2,0.25,2158,229,601,734,df_ml_cc_wo_demo_ip
49,0,0.25,455,829,2298,142,df_ml_cc_wo_demo_ip
49,1,0.25,422,831,2315,156,df_ml_cc_wo_demo_ip
49,2,0.25,2140,189,601,794,df_ml_cc_wo_demo_ip
50,0,0.25,457,792,2325,144,df_ml_cc_wo_demo_ip
50,1,0.25,447,802,2350,119,df_ml_cc_wo_demo_ip
50,2,0.25,2211,169,623,715,df_ml_cc_wo_demo_ip
51,0,0.25,453,796,2312,161,df_ml_cc_wo_demo_ip
51,1,0.25,443,770,2369,140,df_ml_cc_wo_demo_ip
51,2,0.25,2200,183,625,714,df_ml_cc_wo_demo_ip
52,0,0.25,449,786,2297,181,df_ml_cc_wo_demo_ip
52,1,0.25,421,817,2325,150,df_ml_cc_wo_demo_ip
52,2,0.25,2155,232,580,746,df_ml_cc_wo_demo_ip
53,0,0.25,463,763,2339,155,df_ml_cc_wo_demo_ip
53,1,0.25,451,792,2336,141,df_ml_cc_wo_demo_ip
53,2,0.25,2156,217,596,751,df_ml_cc_wo_demo_ip
54,0,0.25,439,826,2280,178,df_ml_cc_wo_demo_ip
54,1,0.25,436,765,2378,144,df_ml_cc_wo_demo_ip
54,2,0.25,2161,200,603,759,df_ml_cc_wo_demo_ip
55,0,0.25,469,711,2397,156,df_ml_cc_wo_demo_ip
55,1,0.25,460,812,2317,144,df_ml_cc_wo_demo_ip
55,2,0.25,2174,188,625,746,df_ml_cc_wo_demo_ip
56,0,0.25,487,773,2309,153,df_ml_cc_wo_demo_ip
56,1,0.25,446,808,2320,148,df_ml_cc_wo_demo_ip
56,2,0.25,2190,187,642,703,df_ml_cc_wo_demo_ip
57,0,0.25,462,718,2403,140,df_ml_cc_wo_demo_ip
57,1,0.25,424,749,2383,167,df_ml_cc_wo_demo_ip
57,2,0.25,2157,199,602,765,df_ml_cc_wo_demo_ip
58,0,0.25,455,746,2356,160,df_ml_cc_wo_demo_ip
58,1,0.25,436,862,2274,145,df_ml_cc_wo_demo_ip
58,2,0.25,2183,198,593,743,df_ml_cc_wo_demo_ip
59,0,0.25,459,752,2367,151,df_ml_cc_wo_demo_ip
59,1,0.25,412,788,2373,156,df_ml_cc_wo_demo_ip
59,2,0.25,2231,179,614,705,df_ml_cc_wo_demo_ip
60,0,0.25,466,726,2383,144,df_ml_cc_wo_demo_ip
60,1,0.25,469,745,2363,142,df_ml_cc_wo_demo_ip
60,2,0.25,2199,197,610,713,df_ml_cc_wo_demo_ip
61,0,0.25,455,803,2284,181,df_ml_cc_wo_demo_ip
61,1,0.25,450,796,2349,128,df_ml_cc_wo_demo_ip
61,2,0.25,2167,190,628,738,df_ml_cc_wo_demo_ip
62,0,0.25,476,813,2268,161,df_ml_cc_wo_demo_ip
62,1,0.25,458,853,2283,124,df_ml_cc_wo_demo_ip
62,2,0.25,2213,218,597,690,df_ml_cc_wo_demo_ip
63,0,0.25,431,865,2256,169,df_ml_cc_wo_demo_ip
63,1,0.25,436,797,2366,122,df_ml_cc_wo_demo_ip
63,2,0.25,2201,213,571,736,df_ml_cc_wo_demo_ip
64,0,0.25,484,863,2223,155,df_ml_cc_wo_demo_ip
64,1,0.25,477,804,2309,135,df_ml_cc_wo_demo_ip
64,2,0.25,2187,198,625,715,df_ml_cc_wo_demo_ip
65,0,0.25,449,782,2321,169,df_ml_cc_wo_demo_ip
65,1,0.25,461,753,2346,161,df_ml_cc_wo_demo_ip
65,2,0.25,2149,244,590,738,df_ml_cc_wo_demo_ip
66,0,0.25,436,741,2395,150,df_ml_cc_wo_demo_ip
66,1,0.25,451,764,2370,137,df_ml_cc_wo_demo_ip
66,2,0.25,2203,194,613,712,df_ml_cc_wo_demo_ip
67,0,0.25,466,740,2360,154,df_ml_cc_wo_demo_ip
67,1,0.25,456,755,2355,154,df_ml_cc_wo_demo_ip
67,2,0.25,2186,215,602,717,df_ml_cc_wo_demo_ip
68,0,0.25,472,740,2349,159,df_ml_cc_wo_demo_ip
68,1,0.25,407,798,2321,194,df_ml_cc_wo_demo_ip
68,2,0.25,2198,209,624,689,df_ml_cc_wo_demo_ip
69,0,0.25,479,766,2316,164,df_ml_cc_wo_demo_ip
69,1,0.25,436,715,2427,147,df_ml_cc_wo_demo_ip
69,2,0.25,2126,212,611,776,df_ml_cc_wo_demo_ip
70,0,0.25,467,740,2361,144,df_ml_cc_wo_demo_ip
70,1,0.25,408,787,2347,170,df_ml_cc_wo_demo_ip
70,2,0.25,2192,230,578,712,df_ml_cc_wo_demo_ip
71,0,0.25,429,753,2351,190,df_ml_cc_wo_demo_ip
71,1,0.25,435,742,2412,134,df_ml_cc_wo_demo_ip
71,2,0.25,2238,204,603,678,df_ml_cc_wo_demo_ip
72,0,0.25,503,827,2239,153,df_ml_cc_wo_demo_ip
72,1,0.25,455,803,2315,149,df_ml_cc_wo_demo_ip
72,2,0.25,2105,195,646,776,df_ml_cc_wo_demo_ip
73,0,0.25,469,723,2380,151,df_ml_cc_wo_demo_ip
73,1,0.25,413,816,2339,155,df_ml_cc_wo_demo_ip
73,2,0.25,2150,204,596,773,df_ml_cc_wo_demo_ip
74,0,0.25,474,800,2283,164,df_ml_cc_wo_demo_ip
74,1,0.25,436,775,2359,151,df_ml_cc_wo_demo_ip
74,2,0.25,2151,207,613,750,df_ml_cc_wo_demo_ip
75,0,0.25,480,810,2291,139,df_ml_cc_wo_demo_ip
75,1,0.25,424,855,2299,142,df_ml_cc_wo_demo_ip
75,2,0.25,2152,198,598,772,df_ml_cc_wo_demo_ip
76,0,0.25,458,783,2324,155,df_ml_cc_wo_demo_ip
76,1,0.25,424,784,2366,146,df_ml_cc_wo_demo_ip
76,2,0.25,2120,201,593,806,df_ml_cc_wo_demo_ip
77,0,0.25,459,741,2375,147,df_ml_cc_wo_demo_ip
77,1,0.25,420,765,2380,157,df_ml_cc_wo_demo_ip
77,2,0.25,2219,200,595,708,df_ml_cc_wo_demo_ip
78,0,0.25,457,759,2350,158,df_ml_cc_wo_demo_ip
78,1,0.25,445,748,2388,143,df_ml_cc_wo_demo_ip
78,2,0.25,2239,220,602,663,df_ml_cc_wo_demo_ip
79,0,0.25,445,770,2325,181,df_ml_cc_wo_demo_ip
79,1,0.25,454,832,2284,151,df_ml_cc_wo_demo_ip
79,2,0.25,2168,248,583,722,df_ml_cc_wo_demo_ip
80,0,0.25,466,817,2300,138,df_ml_cc_wo_demo_ip
80,1,0.25,452,779,2344,146,df_ml_cc_wo_demo_ip
80,2,0.25,2206,207,589,719,df_ml_cc_wo_demo_ip
81,0,0.25,434,737,2393,158,df_ml_cc_wo_demo_ip
81,1,0.25,413,809,2336,164,df_ml_cc_wo_demo_ip
81,2,0.25,2213,203,590,716,df_ml_cc_wo_demo_ip
82,0,0.25,400,797,2319,201,df_ml_cc_wo_demo_ip
82,1,0.25,436,748,2374,159,df_ml_cc_wo_demo_ip
82,2,0.25,2160,220,582,755,df_ml_cc_wo_demo_ip
83,0,0.25,448,771,2335,167,df_ml_cc_wo_demo_ip
83,1,0.25,440,807,2335,139,df_ml_cc_wo_demo_ip
83,2,0.25,2173,211,586,751,df_ml_cc_wo_demo_ip
84,0,0.25,478,765,2318,152,df_ml_cc_wo_demo_ip
84,1,0.25,451,772,2328,162,df_ml_cc_wo_demo_ip
84,2,0.25,2156,224,598,735,df_ml_cc_wo_demo_ip
85,0,0.25,471,674,2413,161,df_ml_cc_wo_demo_ip
85,1,0.25,477,787,2320,135,df_ml_cc_wo_demo_ip
85,2,0.25,2181,219,607,712,df_ml_cc_wo_demo_ip
86,0,0.25,474,764,2357,127,df_ml_cc_wo_demo_ip
86,1,0.25,431,754,2383,154,df_ml_cc_wo_demo_ip
86,2,0.25,2266,190,598,668,df_ml_cc_wo_demo_ip
87,0,0.25,425,783,2355,165,df_ml_cc_wo_demo_ip
87,1,0.25,414,790,2371,153,df_ml_cc_wo_demo_ip
87,2,0.25,2222,208,572,726,df_ml_cc_wo_demo_ip
88,0,0.25,462,746,2347,164,df_ml_cc_wo_demo_ip
88,1,0.25,456,802,2337,124,df_ml_cc_wo_demo_ip
88,2,0.25,2225,202,613,679,df_ml_cc_wo_demo_ip
89,0,0.25,457,799,2305,164,df_ml_cc_wo_demo_ip
89,1,0.25,427,768,2381,149,df_ml_cc_wo_demo_ip
89,2,0.25,2182,192,607,744,df_ml_cc_wo_demo_ip
90,0,0.25,489,784,2307,146,df_ml_cc_wo_demo_ip
90,1,0.25,447,820,2327,132,df_ml_cc_wo_demo_ip
90,2,0.25,2177,182,629,738,df_ml_cc_wo_demo_ip
91,0,0.25,464,828,2293,143,df_ml_cc_wo_demo_ip
91,1,0.25,426,764,2409,129,df_ml_cc_wo_demo_ip
91,2,0.25,2225,177,608,718,df_ml_cc_wo_demo_ip
92,0,0.25,455,799,2311,153,df_ml_cc_wo_demo_ip
92,1,0.25,428,821,2308,161,df_ml_cc_wo_demo_ip
92,2,0.25,2163,222,590,743,df_ml_cc_wo_demo_ip
93,0,0.25,451,720,2414,139,df_ml_cc_wo_demo_ip
93,1,0.25,408,795,2383,138,df_ml_cc_wo_demo_ip
93,2,0.25,2272,196,577,679,df_ml_cc_wo_demo_ip
94,0,0.25,461,804,2285,173,df_ml_cc_wo_demo_ip
94,1,0.25,460,832,2287,144,df_ml_cc_wo_demo_ip
94,2,0.25,2168,177,648,730,df_ml_cc_wo_demo_ip
95,0,0.25,497,753,2341,135,df_ml_cc_wo_demo_ip
95,1,0.25,488,729,2395,114,df_ml_cc_wo_demo_ip
95,2,0.25,2188,187,633,718,df_ml_cc_wo_demo_ip
96,0,0.25,445,778,2347,155,df_ml_cc_wo_demo_ip
96,1,0.25,407,806,2358,154,df_ml_cc_wo_demo_ip
96,2,0.25,2196,183,598,748,df_ml_cc_wo_demo_ip
97,0,0.25,466,806,2288,167,df_ml_cc_wo_demo_ip
97,1,0.25,449,788,2346,144,df_ml_cc_wo_demo_ip
97,2,0.25,2179,191,638,719,df_ml_cc_wo_demo_ip
98,0,0.25,453,763,2340,161,df_ml_cc_wo_demo_ip
98,1,0.25,445,793,2334,145,df_ml_cc_wo_demo_ip
98,2,0.25,2179,218,595,725,df_ml_cc_wo_demo_ip
99,0,0.25,460,783,2318,160,df_ml_cc_wo_demo_ip
99,1,0.25,434,814,2317,156,df_ml_cc_wo_demo_ip
99,2,0.25,2169,211,598,743,df_ml_cc_wo_demo_ip
0,0,0.1,243,3,3074,406,df_ml_nc_w_demo_ip
0,1,0.1,236,19,3143,328,df_ml_nc_w_demo_ip
0,2,0.1,2548,29,766,383,df_ml_nc_w_demo_ip
1,0,0.1,254,25,3092,358,df_ml_nc_w_demo_ip
1,1,0.1,202,0,3180,347,df_ml_nc_w_demo_ip
1,2,0.1,2565,1,784,379,df_ml_nc_w_demo_ip
2,0,0.1,261,53,3072,333,df_ml_nc_w_demo_ip
2,1,0.1,242,35,3139,303,df_ml_nc_w_demo_ip
2,2,0.1,2611,30,743,335,df_ml_nc_w_demo_ip
3,0,0.1,302,41,3056,324,df_ml_nc_w_demo_ip
3,1,0.1,280,63,3066,314,df_ml_nc_w_demo_ip
3,2,0.1,2584,36,783,320,df_ml_nc_w_demo_ip
4,0,0.1,298,8,3111,309,df_ml_nc_w_demo_ip
4,1,0.1,221,2,3147,356,df_ml_nc_w_demo_ip
4,2,0.1,2572,5,781,368,df_ml_nc_w_demo_ip
5,0,0.1,291,21,3098,313,df_ml_nc_w_demo_ip
5,1,0.1,224,2,3116,381,df_ml_nc_w_demo_ip
5,2,0.1,2530,0,820,373,df_ml_nc_w_demo_ip
6,0,0.1,263,22,3107,330,df_ml_nc_w_demo_ip
6,1,0.1,243,10,3124,345,df_ml_nc_w_demo_ip
6,2,0.1,2586,7,768,361,df_ml_nc_w_demo_ip
7,0,0.1,197,0,3136,387,df_ml_nc_w_demo_ip
7,1,0.1,230,0,3133,357,df_ml_nc_w_demo_ip
7,2,0.1,2547,0,777,396,df_ml_nc_w_demo_ip
8,0,0.1,256,1,3129,338,df_ml_nc_w_demo_ip
8,1,0.1,219,2,3183,320,df_ml_nc_w_demo_ip
8,2,0.1,2612,0,770,342,df_ml_nc_w_demo_ip
9,0,0.1,255,2,3119,346,df_ml_nc_w_demo_ip
9,1,0.1,212,2,3148,360,df_ml_nc_w_demo_ip
9,2,0.1,2540,6,793,383,df_ml_nc_w_demo_ip
10,0,0.1,364,96,3011,246,df_ml_nc_w_demo_ip
10,1,0.1,323,100,3038,256,df_ml_nc_w_demo_ip
10,2,0.1,2660,132,674,251,df_ml_nc_w_demo_ip
11,0,0.1,325,84,3044,267,df_ml_nc_w_demo_ip
11,1,0.1,318,97,3072,233,df_ml_nc_w_demo_ip
11,2,0.1,2669,59,716,276,df_ml_nc_w_demo_ip
12,0,0.1,320,72,3017,307,df_ml_nc_w_demo_ip
12,1,0.1,245,32,3071,368,df_ml_nc_w_demo_ip
12,2,0.1,2568,21,815,312,df_ml_nc_w_demo_ip
13,0,0.1,302,71,3027,328,df_ml_nc_w_demo_ip
13,1,0.1,277,21,3095,335,df_ml_nc_w_demo_ip
13,2,0.1,2575,42,785,326,df_ml_nc_w_demo_ip
14,0,0.1,359,130,3001,222,df_ml_nc_w_demo_ip
14,1,0.1,259,47,3111,295,df_ml_nc_w_demo_ip
14,2,0.1,2618,25,743,326,df_ml_nc_w_demo_ip
15,0,0.1,351,149,2941,281,df_ml_nc_w_demo_ip
15,1,0.1,282,99,3041,300,df_ml_nc_w_demo_ip
15,2,0.1,2553,57,760,352,df_ml_nc_w_demo_ip
