run,label_idx,alpha,tp,fp,tn,fn,name
40,0,0.25,469,742,2349,157,df_ml_cc_w_demo_ip
40,1,0.25,453,765,2349,150,df_ml_cc_w_demo_ip
40,2,0.25,2155,173,643,746,df_ml_cc_w_demo_ip
41,0,0.25,445,764,2375,132,df_ml_cc_w_demo_ip
41,1,0.25,419,782,2386,129,df_ml_cc_w_demo_ip
41,2,0.25,2196,173,584,763,df_ml_cc_w_demo_ip
42,0,0.25,479,787,2302,161,df_ml_cc_w_demo_ip
42,1,0.25,443,780,2345,161,df_ml_cc_w_demo_ip
42,2,0.25,2193,204,619,713,df_ml_cc_w_demo_ip
43,0,0.25,446,852,2267,158,df_ml_cc_w_demo_ip
43,1,0.25,406,783,2368,166,df_ml_cc_w_demo_ip
43,2,0.25,2169,190,583,781,df_ml_cc_w_demo_ip
44,0,0.25,460,832,2282,150,df_ml_cc_w_demo_ip
44,1,0.25,438,756,2374,156,df_ml_cc_w_demo_ip
44,2,0.25,2216,212,605,691,df_ml_cc_w_demo_ip
45,0,0.25,437,745,2386,155,df_ml_cc_w_demo_ip
45,1,0.25,442,783,2358,140,df_ml_cc_w_demo_ip
45,2,0.25,2236,196,593,698,df_ml_cc_w_demo_ip
46,0,0.25,467,744,2377,138,df_ml_cc_w_demo_ip
46,1,0.25,443,765,2379,139,df_ml_cc_w_demo_ip
46,2,0.25,2192,163,643,728,df_ml_cc_w_demo_ip
47,0,0.25,433,837,2301,148,df_ml_cc_w_demo_ip
47,1,0.25,419,831,2344,125,df_ml_cc_w_demo_ip
47,2,0.25,2181,178,578,782,df_ml_cc_w_demo_ip
48,0,0.25,472,755,2309,186,df_ml_cc_w_demo_ip
48,1,0.25,446,767,2366,143,df_ml_cc_w_demo_ip
48,2,0.25,2216,246,584,676,df_ml_cc_w_demo_ip
49,0,0.25,453,819,2308,144,df_ml_cc_w_demo_ip
49,1,0.25,441,836,2310,137,df_ml_cc_w_demo_ip
49,2,0.25,2189,195,595,745,df_ml_cc_w_demo_ip
50,0,0.25,446,788,2329,155,df_ml_cc_w_demo_ip
50,1,0.25,447,792,2360,119,df_ml_cc_w_demo_ip
50,2,0.25,2205,160,632,721,df_ml_cc_w_demo_ip
51,0,0.25,462,840,2268,152,df_ml_cc_w_demo_ip
51,1,0.25,439,830,2309,144,df_ml_cc_w_demo_ip
51,2,0.25,2135,178,630,779,df_ml_cc_w_demo_ip
52,0,0.25,447,752,2331,183,df_ml_cc_w_demo_ip
52,1,0.25,422,805,2337,149,df_ml_cc_w_demo_ip
52,2,0.25,2192,183,629,709,df_ml_cc_w_demo_ip
53,0,0.25,473,735,2367,145,df_ml_cc_w_demo_ip
53,1,0.25,456,739,2389,136,df_ml_cc_w_demo_ip
53,2,0.25,2152,207,606,755,df_ml_cc_w_demo_ip
54,0,0.25,439,798,2308,178,df_ml_cc_w_demo_ip
54,1,0.25,433,766,2377,147,df_ml_cc_w_demo_ip
54,2,0.25,2196,211,592,724,df_ml_cc_w_demo_ip
55,0,0.25,476,753,2355,149,df_ml_cc_w_demo_ip
55,1,0.25,470,782,2347,134,df_ml_cc_w_demo_ip
55,2,0.25,2169,178,635,751,df_ml_cc_w_demo_ip
56,0,0.25,471,773,2309,169,df_ml_cc_w_demo_ip
56,1,0.25,435,757,2371,159,df_ml_cc_w_demo_ip
56,2,0.25,2184,204,625,709,df_ml_cc_w_demo_ip
57,0,0.25,468,742,2379,134,df_ml_cc_w_demo_ip
57,1,0.25,418,750,2382,173,df_ml_cc_w_demo_ip
57,2,0.25,2198,209,592,724,df_ml_cc_w_demo_ip
58,0,0.25,465,758,2344,150,df_ml_cc_w_demo_ip
58,1,0.25,437,806,2330,144,df_ml_cc_w_demo_ip
58,2,0.25,2211,186,605,715,df_ml_cc_w_demo_ip
59,0,0.25,459,771,2348,151,df_ml_cc_w_demo_ip
59,1,0.25,425,766,2395,143,df_ml_cc_w_demo_ip
59,2,0.25,2214,163,630,722,df_ml_cc_w_demo_ip
60,0,0.25,446,723,2386,164,df_ml_cc_w_demo_ip
60,1,0.25,473,737,2371,138,df_ml_cc_w_demo_ip
60,2,0.25,2201,207,600,711,df_ml_cc_w_demo_ip
61,0,0.25,452,812,2275,184,df_ml_cc_w_demo_ip
61,1,0.25,459,832,2313,119,df_ml_cc_w_demo_ip
61,2,0.25,2135,185,633,770,df_ml_cc_w_demo_ip
62,0,0.25,489,773,2308,148,df_ml_cc_w_demo_ip
62,1,0.25,458,798,2338,124,df_ml_cc_w_demo_ip
62,2,0.25,2172,207,608,731,df_ml_cc_w_demo_ip
63,0,0.25,431,846,2275,169,df_ml_cc_w_demo_ip
63,1,0.25,414,831,2332,144,df_ml_cc_w_demo_ip
63,2,0.25,2218,196,588,719,df_ml_cc_w_demo_ip
64,0,0.25,489,787,2299,150,df_ml_cc_w_demo_ip
64,1,0.25,454,741,2372,158,df_ml_cc_w_demo_ip
64,2,0.25,2223,173,650,679,df_ml_cc_w_demo_ip
65,0,0.25,461,824,2279,157,df_ml_cc_w_demo_ip
65,1,0.25,448,768,2331,174,df_ml_cc_w_demo_ip
65,2,0.25,2172,209,625,715,df_ml_cc_w_demo_ip
66,0,0.25,461,780,2356,125,df_ml_cc_w_demo_ip
66,1,0.25,444,736,2398,144,df_ml_cc_w_demo_ip
66,2,0.25,2216,183,624,699,df_ml_cc_w_demo_ip
67,0,0.25,482,729,2371,138,df_ml_cc_w_demo_ip
67,1,0.25,437,766,2344,173,df_ml_cc_w_demo_ip
67,2,0.25,2154,213,604,749,df_ml_cc_w_demo_ip
68,0,0.25,457,749,2340,174,df_ml_cc_w_demo_ip
68,1,0.25,421,758,2361,180,df_ml_cc_w_demo_ip
68,2,0.25,2198,222,611,689,df_ml_cc_w_demo_ip
69,0,0.25,491,772,2310,152,df_ml_cc_w_demo_ip
69,1,0.25,437,715,2427,146,df_ml_cc_w_demo_ip
69,2,0.25,2175,225,598,727,df_ml_cc_w_demo_ip
70,0,0.25,471,778,2323,140,df_ml_cc_w_demo_ip
70,1,0.25,391,790,2344,187,df_ml_cc_w_demo_ip
70,2,0.25,2179,231,577,725,df_ml_cc_w_demo_ip
71,0,0.25,452,771,2333,167,df_ml_cc_w_demo_ip
71,1,0.25,409,737,2417,160,df_ml_cc_w_demo_ip
71,2,0.25,2214,241,566,702,df_ml_cc_w_demo_ip
72,0,0.25,506,832,2234,150,df_ml_cc_w_demo_ip
72,1,0.25,432,838,2280,172,df_ml_cc_w_demo_ip
72,2,0.25,2141,179,662,740,df_ml_cc_w_demo_ip
73,0,0.25,472,745,2358,148,df_ml_cc_w_demo_ip
73,1,0.25,417,822,2333,151,df_ml_cc_w_demo_ip
73,2,0.25,2188,202,598,735,df_ml_cc_w_demo_ip
74,0,0.25,494,842,2241,144,df_ml_cc_w_demo_ip
74,1,0.25,444,773,2361,143,df_ml_cc_w_demo_ip
74,2,0.25,2111,212,608,790,df_ml_cc_w_demo_ip
75,0,0.25,483,752,2349,136,df_ml_cc_w_demo_ip
75,1,0.25,439,825,2329,127,df_ml_cc_w_demo_ip
75,2,0.25,2172,218,578,752,df_ml_cc_w_demo_ip
76,0,0.25,449,820,2287,164,df_ml_cc_w_demo_ip
76,1,0.25,406,754,2396,164,df_ml_cc_w_demo_ip
76,2,0.25,2160,198,596,766,df_ml_cc_w_demo_ip
77,0,0.25,442,745,2371,164,df_ml_cc_w_demo_ip
77,1,0.25,454,754,2391,123,df_ml_cc_w_demo_ip
77,2,0.25,2209,218,577,718,df_ml_cc_w_demo_ip
78,0,0.25,454,784,2325,161,df_ml_cc_w_demo_ip
78,1,0.25,434,791,2345,154,df_ml_cc_w_demo_ip
78,2,0.25,2185,229,593,717,df_ml_cc_w_demo_ip
79,0,0.25,464,788,2307,162,df_ml_cc_w_demo_ip
79,1,0.25,458,761,2355,147,df_ml_cc_w_demo_ip
79,2,0.25,2163,217,614,727,df_ml_cc_w_demo_ip
80,0,0.25,459,839,2278,145,df_ml_cc_w_demo_ip
80,1,0.25,460,753,2370,138,df_ml_cc_w_demo_ip
80,2,0.25,2174,180,616,751,df_ml_cc_w_demo_ip
81,0,0.25,443,711,2419,149,df_ml_cc_w_demo_ip
81,1,0.25,433,768,2377,144,df_ml_cc_w_demo_ip
81,2,0.25,2241,172,621,688,df_ml_cc_w_demo_ip
82,0,0.25,429,732,2384,172,df_ml_cc_w_demo_ip
82,1,0.25,433,781,2341,162,df_ml_cc_w_demo_ip
82,2,0.25,2236,224,578,679,df_ml_cc_w_demo_ip
83,0,0.25,451,755,2351,164,df_ml_cc_w_demo_ip
83,1,0.25,429,776,2366,150,df_ml_cc_w_demo_ip
83,2,0.25,2200,196,601,724,df_ml_cc_w_demo_ip
84,0,0.25,487,772,2311,143,df_ml_cc_w_demo_ip
84,1,0.25,452,730,2370,161,df_ml_cc_w_demo_ip
84,2,0.25,2133,218,604,758,df_ml_cc_w_demo_ip
85,0,0.25,465,752,2335,167,df_ml_cc_w_demo_ip
85,1,0.25,449,782,2325,163,df_ml_cc_w_demo_ip
85,2,0.25,2200,209,617,693,df_ml_cc_w_demo_ip
86,0,0.25,452,822,2299,149,df_ml_cc_w_demo_ip
86,1,0.25,439,733,2404,146,df_ml_cc_w_demo_ip
86,2,0.25,2180,207,581,754,df_ml_cc_w_demo_ip
87,0,0.25,428,767,2371,162,df_ml_cc_w_demo_ip
87,1,0.25,438,763,2398,129,df_ml_cc_w_demo_ip
87,2,0.25,2181,211,569,767,df_ml_cc_w_demo_ip
88,0,0.25,472,762,2331,154,df_ml_cc_w_demo_ip
88,1,0.25,448,814,2325,132,df_ml_cc_w_demo_ip
88,2,0.25,2176,217,598,728,df_ml_cc_w_demo_ip
89,0,0.25,450,822,2282,171,df_ml_cc_w_demo_ip
89,1,0.25,443,776,2373,133,df_ml_cc_w_demo_ip
89,2,0.25,2175,191,608,751,df_ml_cc_w_demo_ip
90,0,0.25,499,762,2329,136,df_ml_cc_w_demo_ip
90,1,0.25,431,750,2397,148,df_ml_cc_w_demo_ip
90,2,0.25,2195,175,636,720,df_ml_cc_w_demo_ip
91,0,0.25,444,741,2380,163,df_ml_cc_w_demo_ip
91,1,0.25,404,781,2392,151,df_ml_cc_w_demo_ip
91,2,0.25,2235,166,619,708,df_ml_cc_w_demo_ip
92,0,0.25,457,783,2327,151,df_ml_cc_w_demo_ip
92,1,0.25,464,779,2350,125,df_ml_cc_w_demo_ip
92,2,0.25,2110,197,615,796,df_ml_cc_w_demo_ip
93,0,0.25,433,721,2413,157,df_ml_cc_w_demo_ip
93,1,0.25,413,797,2381,133,df_ml_cc_w_demo_ip
93,2,0.25,2254,187,586,697,df_ml_cc_w_demo_ip
94,0,0.25,485,746,2343,149,df_ml_cc_w_demo_ip
94,1,0.25,462,800,2319,142,df_ml_cc_w_demo_ip
94,2,0.25,2153,205,620,745,df_ml_cc_w_demo_ip
95,0,0.25,506,762,2332,126,df_ml_cc_w_demo_ip
95,1,0.25,457,799,2325,145,df_ml_cc_w_demo_ip
95,2,0.25,2187,197,623,719,df_ml_cc_w_demo_ip
96,0,0.25,441,802,2323,159,df_ml_cc_w_demo_ip
96,1,0.25,428,784,2380,133,df_ml_cc_w_demo_ip
96,2,0.25,2196,202,579,748,df_ml_cc_w_demo_ip
97,0,0.25,477,776,2318,156,df_ml_cc_w_demo_ip
97,1,0.25,463,805,2329,130,df_ml_cc_w_demo_ip
97,2,0.25,2206,193,636,692,df_ml_cc_w_demo_ip
98,0,0.25,466,771,2332,148,df_ml_cc_w_demo_ip
98,1,0.25,451,787,2340,139,df_ml_cc_w_demo_ip
98,2,0.25,2211,214,599,693,df_ml_cc_w_demo_ip
99,0,0.25,478,833,2268,142,df_ml_cc_w_demo_ip
99,1,0.25,443,776,2355,147,df_ml_cc_w_demo_ip
99,2,0.25,2185,208,601,727,df_ml_cc_w_demo_ip
0,0,0.1,578,304,2773,71,df_ml_cc_wo_demo_ip
0,1,0.1,515,307,2855,49,df_ml_cc_wo_demo_ip
0,2,0.1,2641,81,714,290,df_ml_cc_wo_demo_ip
1,0,0.1,548,289,2828,64,df_ml_cc_wo_demo_ip
1,1,0.1,492,349,2831,57,df_ml_cc_wo_demo_ip
1,2,0.1,2623,77,708,321,df_ml_cc_wo_demo_ip
2,0,0.1,533,329,2796,61,df_ml_cc_wo_demo_ip
2,1,0.1,490,299,2875,55,df_ml_cc_wo_demo_ip
2,2,0.1,2624,60,713,322,df_ml_cc_wo_demo_ip
3,0,0.1,553,336,2761,73,df_ml_cc_wo_demo_ip
3,1,0.1,524,314,2815,70,df_ml_cc_wo_demo_ip
3,2,0.1,2564,75,744,340,df_ml_cc_wo_demo_ip
4,0,0.1,560,304,2815,47,df_ml_cc_wo_demo_ip
4,1,0.1,518,293,2856,59,df_ml_cc_wo_demo_ip
4,2,0.1,2661,75,711,279,df_ml_cc_wo_demo_ip
5,0,0.1,548,317,2802,56,df_ml_cc_wo_demo_ip
5,1,0.1,545,324,2794,60,df_ml_cc_wo_demo_ip
5,2,0.1,2631,92,728,272,df_ml_cc_wo_demo_ip
6,0,0.1,543,315,2814,50,df_ml_cc_wo_demo_ip
6,1,0.1,532,342,2792,56,df_ml_cc_wo_demo_ip
6,2,0.1,2643,74,701,304,df_ml_cc_wo_demo_ip
7,0,0.1,518,241,2895,66,df_ml_cc_wo_demo_ip
7,1,0.1,523,309,2824,64,df_ml_cc_wo_demo_ip
7,2,0.1,2655,79,698,288,df_ml_cc_wo_demo_ip
8,0,0.1,525,319,2811,69,df_ml_cc_wo_demo_ip
8,1,0.1,483,344,2841,56,df_ml_cc_wo_demo_ip
8,2,0.1,2640,93,677,314,df_ml_cc_wo_demo_ip
9,0,0.1,540,313,2808,61,df_ml_cc_wo_demo_ip
9,1,0.1,500,303,2847,72,df_ml_cc_wo_demo_ip
9,2,0.1,2635,69,730,288,df_ml_cc_wo_demo_ip
10,0,0.1,556,282,2825,54,df_ml_cc_wo_demo_ip
10,1,0.1,513,302,2836,66,df_ml_cc_wo_demo_ip
10,2,0.1,2636,81,725,275,df_ml_cc_wo_demo_ip
11,0,0.1,538,299,2829,54,df_ml_cc_wo_demo_ip
11,1,0.1,499,286,2883,52,df_ml_cc_wo_demo_ip
11,2,0.1,2675,89,686,270,df_ml_cc_wo_demo_ip
12,0,0.1,555,274,2815,72,df_ml_cc_wo_demo_ip
12,1,0.1,550,296,2807,63,df_ml_cc_wo_demo_ip
12,2,0.1,2595,92,744,285,df_ml_cc_wo_demo_ip
13,0,0.1,562,373,2725,68,df_ml_cc_wo_demo_ip
13,1,0.1,555,312,2804,57,df_ml_cc_wo_demo_ip
13,2,0.1,2585,79,748,316,df_ml_cc_wo_demo_ip
14,0,0.1,520,324,2807,61,df_ml_cc_wo_demo_ip
14,1,0.1,497,322,2836,57,df_ml_cc_wo_demo_ip
14,2,0.1,2636,64,704,308,df_ml_cc_wo_demo_ip
15,0,0.1,542,347,2743,90,df_ml_cc_wo_demo_ip
15,1,0.1,521,304,2836,61,df_ml_cc_wo_demo_ip
15,2,0.1,2573,92,725,332,df_ml_cc_wo_demo_ip
16,0,0.1,545,320,2814,43,df_ml_cc_wo_demo_ip
16,1,0.1,523,312,2840,47,df_ml_cc_wo_demo_ip
16,2,0.1,2636,66,719,301,df_ml_cc_wo_demo_ip
17,0,0.1,571,328,2761,59,df_ml_cc_wo_demo_ip
17,1,0.1,527,358,2785,49,df_ml_cc_wo_demo_ip
17,2,0.1,2590,65,748,316,df_ml_cc_wo_demo_ip
18,0,0.1,513,313,2821,71,df_ml_cc_wo_demo_ip
18,1,0.1,493,324,2845,56,df_ml_cc_wo_demo_ip
18,2,0.1,2641,77,686,314,df_ml_cc_wo_demo_ip
19,0,0.1,561,341,2766,54,df_ml_cc_wo_demo_ip
19,1,0.1,504,314,2840,64,df_ml_cc_wo_demo_ip
19,2,0.1,2637,67,726,292,df_ml_cc_wo_demo_ip
20,0,0.1,559,310,2796,56,df_ml_cc_wo_demo_ip
20,1,0.1,517,318,2820,66,df_ml_cc_wo_demo_ip
20,2,0.1,2596,86,725,314,df_ml_cc_wo_demo_ip
21,0,0.1,564,337,2756,62,df_ml_cc_wo_demo_ip
21,1,0.1,508,304,2830,77,df_ml_cc_wo_demo_ip
21,2,0.1,2593,89,718,319,df_ml_cc_wo_demo_ip
22,0,0.1,564,273,2831,54,df_ml_cc_wo_demo_ip
22,1,0.1,550,307,2798,67,df_ml_cc_wo_demo_ip
22,2,0.1,2631,102,729,260,df_ml_cc_wo_demo_ip
23,0,0.1,553,296,2821,61,df_ml_cc_wo_demo_ip
23,1,0.1,540,305,2840,46,df_ml_cc_wo_demo_ip
23,2,0.1,2637,82,712,300,df_ml_cc_wo_demo_ip
24,0,0.1,547,332,2764,80,df_ml_cc_wo_demo_ip
24,1,0.1,550,298,2828,47,df_ml_cc_wo_demo_ip
24,2,0.1,2639,76,752,256,df_ml_cc_wo_demo_ip
25,0,0.1,541,296,2810,77,df_ml_cc_wo_demo_ip
25,1,0.1,534,314,2816,60,df_ml_cc_wo_demo_ip
25,2,0.1,2631,73,740,280,df_ml_cc_wo_demo_ip
26,0,0.1,582,277,2795,67,df_ml_cc_wo_demo_ip
26,1,0.1,575,298,2797,51,df_ml_cc_wo_demo_ip
26,2,0.1,2639,94,737,251,df_ml_cc_wo_demo_ip
27,0,0.1,535,327,2798,61,df_ml_cc_wo_demo_ip
27,1,0.1,498,311,2852,60,df_ml_cc_wo_demo_ip
27,2,0.1,2674,84,677,286,df_ml_cc_wo_demo_ip
28,0,0.1,581,286,2799,55,df_ml_cc_wo_demo_ip
28,1,0.1,529,357,2785,50,df_ml_cc_wo_demo_ip
28,2,0.1,2618,78,727,298,df_ml_cc_wo_demo_ip
29,0,0.1,530,292,2846,59,df_ml_cc_wo_demo_ip
29,1,0.1,554,292,2837,44,df_ml_cc_wo_demo_ip
29,2,0.1,2661,83,713,270,df_ml_cc_wo_demo_ip
30,0,0.1,526,339,2801,58,df_ml_cc_wo_demo_ip
30,1,0.1,500,332,2849,43,df_ml_cc_wo_demo_ip
30,2,0.1,2655,73,683,313,df_ml_cc_wo_demo_ip
31,0,0.1,547,291,2827,63,df_ml_cc_wo_demo_ip
31,1,0.1,531,301,2853,43,df_ml_cc_wo_demo_ip
31,2,0.1,2635,85,716,292,df_ml_cc_wo_demo_ip
32,0,0.1,568,282,2819,55,df_ml_cc_wo_demo_ip
32,1,0.1,534,322,2802,66,df_ml_cc_wo_demo_ip
32,2,0.1,2600,80,743,301,df_ml_cc_wo_demo_ip
33,0,0.1,547,288,2836,51,df_ml_cc_wo_demo_ip
33,1,0.1,516,292,2857,57,df_ml_cc_wo_demo_ip
33,2,0.1,2619,95,687,321,df_ml_cc_wo_demo_ip
34,0,0.1,567,309,2804,42,df_ml_cc_wo_demo_ip
34,1,0.1,516,298,2850,58,df_ml_cc_wo_demo_ip
34,2,0.1,2627,65,744,286,df_ml_cc_wo_demo_ip
35,0,0.1,547,351,2778,53,df_ml_cc_wo_demo_ip
35,1,0.1,527,335,2805,62,df_ml_cc_wo_demo_ip
35,2,0.1,2623,80,731,295,df_ml_cc_wo_demo_ip
36,0,0.1,573,313,2777,60,df_ml_cc_wo_demo_ip
36,1,0.1,555,302,2813,53,df_ml_cc_wo_demo_ip
36,2,0.1,2614,97,740,272,df_ml_cc_wo_demo_ip
37,0,0.1,530,293,2811,81,df_ml_cc_wo_demo_ip
37,1,0.1,512,271,2864,68,df_ml_cc_wo_demo_ip
37,2,0.1,2649,102,709,255,df_ml_cc_wo_demo_ip
38,0,0.1,529,308,2812,75,df_ml_cc_wo_demo_ip
38,1,0.1,525,320,2826,53,df_ml_cc_wo_demo_ip
38,2,0.1,2654,78,704,288,df_ml_cc_wo_demo_ip
39,0,0.1,585,292,2796,56,df_ml_cc_wo_demo_ip
39,1,0.1,558,313,2812,46,df_ml_cc_wo_demo_ip
39,2,0.1,2601,61,769,298,df_ml_cc_wo_demo_ip
40,0,0.1,572,302,2789,54,df_ml_cc_wo_demo_ip
40,1,0.1,562,314,2800,41,df_ml_cc_wo_demo_ip
40,2,0.1,2619,71,745,282,df_ml_cc_wo_demo_ip
41,0,0.1,527,319,2820,50,df_ml_cc_wo_demo_ip
41,1,0.1,486,277,2891,62,df_ml_cc_wo_demo_ip
41,2,0.1,2647,83,674,312,df_ml_cc_wo_demo_ip
42,0,0.1,570,313,2776,70,df_ml_cc_wo_demo_ip
42,1,0.1,515,354,2771,89,df_ml_cc_wo_demo_ip
42,2,0.1,2617,87,736,289,df_ml_cc_wo_demo_ip
43,0,0.1,543,321,2798,61,df_ml_cc_wo_demo_ip
43,1,0.1,506,331,2820,66,df_ml_cc_wo_demo_ip
43,2,0.1,2677,78,695,273,df_ml_cc_wo_demo_ip
44,0,0.1,560,320,2794,50,df_ml_cc_wo_demo_ip
44,1,0.1,547,296,2834,47,df_ml_cc_wo_demo_ip
44,2,0.1,2631,81,736,276,df_ml_cc_wo_demo_ip
45,0,0.1,536,338,2793,56,df_ml_cc_wo_demo_ip
45,1,0.1,541,296,2845,41,df_ml_cc_wo_demo_ip
45,2,0.1,2639,91,698,295,df_ml_cc_wo_demo_ip
46,0,0.1,556,306,2815,49,df_ml_cc_wo_demo_ip
46,1,0.1,541,306,2838,41,df_ml_cc_wo_demo_ip
46,2,0.1,2620,66,740,300,df_ml_cc_wo_demo_ip
47,0,0.1,517,313,2825,64,df_ml_cc_wo_demo_ip
47,1,0.1,496,340,2835,48,df_ml_cc_wo_demo_ip
47,2,0.1,2658,61,695,305,df_ml_cc_wo_demo_ip
48,0,0.1,598,309,2755,60,df_ml_cc_wo_demo_ip
48,1,0.1,512,299,2834,77,df_ml_cc_wo_demo_ip
48,2,0.1,2622,101,729,270,df_ml_cc_wo_demo_ip
49,0,0.1,548,341,2786,49,df_ml_cc_wo_demo_ip
49,1,0.1,512,333,2813,66,df_ml_cc_wo_demo_ip
49,2,0.1,2578,79,711,356,df_ml_cc_wo_demo_ip
50,0,0.1,550,321,2796,51,df_ml_cc_wo_demo_ip
50,1,0.1,520,340,2812,46,df_ml_cc_wo_demo_ip
50,2,0.1,2630,51,741,296,df_ml_cc_wo_demo_ip
51,0,0.1,544,310,2798,70,df_ml_cc_wo_demo_ip
51,1,0.1,535,351,2788,48,df_ml_cc_wo_demo_ip
51,2,0.1,2613,68,740,301,df_ml_cc_wo_demo_ip
52,0,0.1,566,318,2765,64,df_ml_cc_wo_demo_ip
52,1,0.1,502,326,2816,69,df_ml_cc_wo_demo_ip
52,2,0.1,2577,94,718,324,df_ml_cc_wo_demo_ip
53,0,0.1,561,292,2810,57,df_ml_cc_wo_demo_ip
53,1,0.1,546,321,2807,46,df_ml_cc_wo_demo_ip
53,2,0.1,2625,82,731,282,df_ml_cc_wo_demo_ip
54,0,0.1,551,321,2785,66,df_ml_cc_wo_demo_ip
54,1,0.1,521,328,2815,59,df_ml_cc_wo_demo_ip
54,2,0.1,2627,82,721,293,df_ml_cc_wo_demo_ip
55,0,0.1,575,288,2820,50,df_ml_cc_wo_demo_ip
55,1,0.1,553,306,2823,51,df_ml_cc_wo_demo_ip
55,2,0.1,2635,67,746,285,df_ml_cc_wo_demo_ip
56,0,0.1,582,340,2742,58,df_ml_cc_wo_demo_ip
56,1,0.1,543,346,2782,51,df_ml_cc_wo_demo_ip
56,2,0.1,2583,74,755,310,df_ml_cc_wo_demo_ip
57,0,0.1,551,300,2821,51,df_ml_cc_wo_demo_ip
57,1,0.1,513,320,2812,78,df_ml_cc_wo_demo_ip
57,2,0.1,2622,87,714,300,df_ml_cc_wo_demo_ip
58,0,0.1,552,283,2819,63,df_ml_cc_wo_demo_ip
58,1,0.1,509,311,2825,72,df_ml_cc_wo_demo_ip
58,2,0.1,2629,69,722,297,df_ml_cc_wo_demo_ip
59,0,0.1,540,274,2845,70,df_ml_cc_wo_demo_ip
59,1,0.1,513,321,2840,55,df_ml_cc_wo_demo_ip
59,2,0.1,2667,59,734,269,df_ml_cc_wo_demo_ip
60,0,0.1,563,299,2810,47,df_ml_cc_wo_demo_ip
60,1,0.1,557,276,2832,54,df_ml_cc_wo_demo_ip
60,2,0.1,2669,59,748,243,df_ml_cc_wo_demo_ip
61,0,0.1,560,357,2730,76,df_ml_cc_wo_demo_ip
61,1,0.1,525,311,2834,53,df_ml_cc_wo_demo_ip
61,2,0.1,2593,62,756,312,df_ml_cc_wo_demo_ip
62,0,0.1,576,320,2761,61,df_ml_cc_wo_demo_ip
62,1,0.1,528,371,2765,54,df_ml_cc_wo_demo_ip
62,2,0.1,2587,86,729,316,df_ml_cc_wo_demo_ip
63,0,0.1,538,352,2769,62,df_ml_cc_wo_demo_ip
63,1,0.1,515,328,2835,43,df_ml_cc_wo_demo_ip
63,2,0.1,2647,88,696,290,df_ml_cc_wo_demo_ip
64,0,0.1,573,318,2768,66,df_ml_cc_wo_demo_ip
64,1,0.1,557,283,2830,55,df_ml_cc_wo_demo_ip
64,2,0.1,2569,71,752,333,df_ml_cc_wo_demo_ip
65,0,0.1,553,307,2796,65,df_ml_cc_wo_demo_ip
65,1,0.1,559,273,2826,63,df_ml_cc_wo_demo_ip
65,2,0.1,2621,100,734,266,df_ml_cc_wo_demo_ip
66,0,0.1,525,288,2848,61,df_ml_cc_wo_demo_ip
66,1,0.1,539,301,2833,49,df_ml_cc_wo_demo_ip
66,2,0.1,2644,73,734,271,df_ml_cc_wo_demo_ip
67,0,0.1,564,299,2801,56,df_ml_cc_wo_demo_ip
67,1,0.1,547,303,2807,63,df_ml_cc_wo_demo_ip
67,2,0.1,2599,87,730,304,df_ml_cc_wo_demo_ip
68,0,0.1,560,282,2807,71,df_ml_cc_wo_demo_ip
68,1,0.1,514,282,2837,87,df_ml_cc_wo_demo_ip
68,2,0.1,2611,84,749,276,df_ml_cc_wo_demo_ip
69,0,0.1,584,311,2771,59,df_ml_cc_wo_demo_ip
69,1,0.1,523,283,2859,60,df_ml_cc_wo_demo_ip
69,2,0.1,2626,82,741,276,df_ml_cc_wo_demo_ip
70,0,0.1,559,272,2829,52,df_ml_cc_wo_demo_ip
70,1,0.1,507,299,2835,71,df_ml_cc_wo_demo_ip
70,2,0.1,2626,110,698,278,df_ml_cc_wo_demo_ip
71,0,0.1,541,285,2819,78,df_ml_cc_wo_demo_ip
71,1,0.1,522,282,2872,47,df_ml_cc_wo_demo_ip
71,2,0.1,2663,88,719,253,df_ml_cc_wo_demo_ip
72,0,0.1,587,351,2715,69,df_ml_cc_wo_demo_ip
72,1,0.1,538,331,2787,66,df_ml_cc_wo_demo_ip
72,2,0.1,2548,80,761,333,df_ml_cc_wo_demo_ip
73,0,0.1,565,249,2854,55,df_ml_cc_wo_demo_ip
73,1,0.1,509,342,2813,59,df_ml_cc_wo_demo_ip
73,2,0.1,2602,70,730,321,df_ml_cc_wo_demo_ip
74,0,0.1,575,323,2760,63,df_ml_cc_wo_demo_ip
74,1,0.1,534,306,2828,53,df_ml_cc_wo_demo_ip
74,2,0.1,2613,90,730,288,df_ml_cc_wo_demo_ip
75,0,0.1,570,338,2763,49,df_ml_cc_wo_demo_ip
75,1,0.1,500,377,2777,66,df_ml_cc_wo_demo_ip
75,2,0.1,2607,87,709,317,df_ml_cc_wo_demo_ip
76,0,0.1,549,324,2783,64,df_ml_cc_wo_demo_ip
76,1,0.1,517,346,2804,53,df_ml_cc_wo_demo_ip
76,2,0.1,2596,76,718,330,df_ml_cc_wo_demo_ip
77,0,0.1,548,263,2853,58,df_ml_cc_wo_demo_ip
77,1,0.1,513,309,2836,64,df_ml_cc_wo_demo_ip
77,2,0.1,2647,64,731,280,df_ml_cc_wo_demo_ip
78,0,0.1,542,288,2821,73,df_ml_cc_wo_demo_ip
78,1,0.1,533,301,2835,55,df_ml_cc_wo_demo_ip
