run,base_recall_micro,crc_recall_micro,rcps_recall_micro,ltt_recall_micro,base_recall_macro,crc_recall_macro,rcps_recall_macro,ltt_recall_macro,base_recall_weighted,crc_recall_weighted,rcps_recall_weighted,ltt_recall_weighted,base_recall_samples,crc_recall_samples,rcps_recall_samples,ltt_recall_samples,base_precision_micro,crc_precision_micro,rcps_precision_micro,ltt_precision_micro,base_precision_macro,crc_precision_macro,rcps_precision_macro,ltt_precision_macro,base_precision_weighted,crc_precision_weighted,rcps_precision_weighted,ltt_precision_weighted,base_precision_samples,crc_precision_samples,rcps_precision_samples,ltt_precision_samples,base_avg_prediction_set_size,base_total_false_positives,base_total_false_negatives,crc_avg_prediction_set_size,crc_total_false_positives,crc_total_false_negatives,rcps_avg_prediction_set_size,rcps_total_false_positives,rcps_total_false_negatives,ltt_avg_prediction_set_size,ltt_total_false_positives,ltt_total_false_negatives,with_demographics
30,0.1877899877899878,0.8708180708180708,0.897924297924298,0.7538461538461538,0.11180057136048165,0.7319599507976379,0.7789443001389426,0.5654679285810504,0.1877899877899878,0.8708180708180708,0.897924297924298,0.7538461538461538,0.20220193340494091,0.898093447905478,0.9221267454350162,0.7890708915145005,0.6152,0.43203295371940875,0.4187450176517481,0.4818167629155611,0.36498978824035255,0.36499394742560626,0.36509162960000835,0.3637812249580696,0.6258532538442244,0.6189266642463835,0.618962651459625,0.6187578500758929,0.20381310418904403,0.4758324382384533,0.4552452559971356,0.5330290010741139,0.3356605800214823,481,3326,2.2164339419978516,4688,529,2.3579484425349087,5104,418,1.7204618689581095,3320,1008,True
31,0.5066893699829725,0.8676720992459256,0.8849428362928727,0.8343468742398443,0.27478604081168384,0.7227821286277166,0.7574173128997868,0.6598416152760592,0.5066893699829725,0.8676720992459256,0.8849428362928727,0.8343468742398443,0.5513680257510729,0.8956545064377682,0.9089324034334764,0.8678916309012875,0.6992279288351796,0.4498675747256905,0.4394250513347023,0.4771841958820256,0.38388100358422933,0.37166522170349947,0.3721976507680369,0.3735443601892132,0.6199696999657358,0.6066177546366315,0.6067576594560166,0.607212587699577,0.5503844778254648,0.5100143061516452,0.49338340486409155,0.5477467811158798,0.7990879828326181,896,2028,2.1268776824034337,4362,544,2.2207618025751072,4641,473,1.9281115879828326,3758,681,True
32,0.3137730358874879,0.8746362754607178,0.8937924345295829,0.0,0.235347478932469,0.7928765214260723,0.8192517957959553,0.0,0.3137730358874879,0.8746362754607178,0.8937924345295829,0.0,0.33069280343716434,0.8912459720730398,0.908968850698174,0.0,0.49616564417177916,0.40601080594326877,0.4027534965034965,0.0,0.3727372681320069,0.3683273896601397,0.36930308706861575,0.0,0.6037746569396764,0.5956814868533152,0.5971035432599462,0.0,0.3322592194772646,0.43962585034013607,0.43291263873970637,0.0,0.7003222341568206,1314,2830,2.385606874328679,5277,517,2.457572502685285,5466,438,0.0,0,4124,True
33,0.09559717830211627,0.8440768669423498,0.8786183410362443,0.0,0.054375231213382814,0.7027555552855543,0.7533559010697966,0.0,0.09559717830211627,0.8440768669423498,0.8786183410362443,0.0,0.10357334766254701,0.8738581407845244,0.9050241805480924,0.0,0.563845050215208,0.4357106981416374,0.4249411764705882,0.0,0.3100043787629994,0.3654909374325738,0.3660372689114624,0.0,0.5575742441181675,0.6088790434854197,0.6091917556111209,0.0,0.10491671144545943,0.4740730789897904,0.4589378470356439,0.0,0.18726491133799034,304,3718,2.139709833422891,4494,641,2.2837184309511014,4888,499,0.0,0,4111,True
34,0.206298828125,0.88720703125,0.88720703125,0.0,0.13592336130856503,0.8282695190164882,0.8282695190164882,0.0,0.20629882812500003,0.88720703125,0.88720703125,0.0,0.21856528747984955,0.8960236432025792,0.8960236432025792,0.0,0.5392469687300574,0.3968982088248143,0.3968982088248143,0.0,0.35161216005533563,0.3684552201410168,0.3684552201410168,0.0,0.5906808052776978,0.6019677522997418,0.6019677522997418,0.0,0.2229983879634605,0.41809958803510655,0.41809958803510655,0.0,0.42101020956475016,722,3251,2.45996775926921,5522,462,2.45996775926921,5522,462,0.0,0,4096,True
35,0.3749695641587533,0.8641344046749452,0.9013878743608473,0.7584611638665693,0.2076062096732172,0.7376490572536717,0.8046323006806558,0.568069536713688,0.37496956415875327,0.8641344046749452,0.9013878743608473,0.7584611638665693,0.4072137302225798,0.8896486993832127,0.9216948243496916,0.7960579243765085,0.6742556917688266,0.4265625,0.4060100899320026,0.483695652173913,0.38069428810756606,0.3659531252827506,0.3653046664087352,0.36434909528883835,0.6072313998304167,0.6024418852832104,0.6023516072511769,0.6011593217619892,0.4081523196567444,0.46804326450344147,0.4361759184768034,0.541744882452847,0.612496647894878,744,2567,2.2311611692142668,4771,558,2.445159560203808,5416,405,1.7270045588629659,3325,992,True
36,0.14344560213229948,0.8466198206929973,0.8832081415071481,0.7218318391083112,0.08302414940604015,0.7148684801855792,0.7775517851206925,0.5410783064421752,0.14344560213229948,0.8466198206929973,0.8832081415071481,0.7218318391083112,0.15578834273435402,0.8736234219715283,0.9039752887456353,0.7610797743755037,0.6109391124871001,0.43226524805146604,0.417000343210159,0.49215265157773,0.3532557245627837,0.3667778391950384,0.36798581674565695,0.3691523339492315,0.5899473053817746,0.5900158115725401,0.5906602385807521,0.5920888712458929,0.15699704539349987,0.47296087384725577,0.44775718506580714,0.5473632375324559,0.2602739726027397,377,3535,2.171098576416868,4589,633,2.3478377652430837,5096,482,1.625839376846629,3074,1148,True
37,0.14822954822954823,0.8554334554334554,0.8876678876678876,0.0,0.11445811334592766,0.7567645204125562,0.7946725721420579,0.0,0.14822954822954823,0.8554334554334554,0.8876678876678876,0.0,0.15545087483176312,0.8745625841184388,0.9057873485868102,0.0,0.4683641975308642,0.40287521564117307,0.39722434706589443,0.0,0.36477782638879086,0.36121477241934824,0.3611246177175345,0.0,0.5820273202671338,0.5963723017295611,0.5969690822707165,0.0,0.15818752803947958,0.43894122925078505,0.42741139524450417,0.0,0.34885598923283984,689,3488,2.3405114401076714,5192,592,2.463257065948856,5516,460,0.0,0,4095,True
38,0.09335596508244423,0.8562075654704171,0.8845780795344326,0.0,0.057804461420066115,0.7013936578215184,0.7496366229765755,0.0,0.09335596508244423,0.8562075654704171,0.8845780795344326,0.0,0.10016111707841031,0.8876208378088077,0.9121911922663802,0.0,0.5563583815028902,0.4548499291511014,0.437410071942446,0.0,0.3822226299195477,0.3730372004236904,0.37049139426045147,0.0,0.6131343732818187,0.6106475095865814,0.6094084712579899,0.0,0.10123523093447906,0.4775331185105621,0.45761725742928744,0.0,0.1858216970998926,307,3739,2.0845864661654137,4232,593,2.23952738990333,4692,476,0.0,0,4124,True
39,0.3204633204633205,0.8873069498069498,0.9075772200772201,0.0,0.20052722519912589,0.808135376821244,0.8397796999398167,0.0,0.3204633204633205,0.8873069498069498,0.9075772200772201,0.0,0.34553499597747384,0.9033252882810405,0.9211584875301689,0.0,0.6063926940639269,0.41277503367759316,0.4069905854344768,0.0,0.37954497421425737,0.3736735009644627,0.3741511875328017,0.0,0.6024750001434332,0.5965142022742002,0.5970882084638373,0.0,0.344551711808349,0.44484669705908636,0.43429873960847404,0.0,0.587288817377313,862,2816,2.3888441941539287,5231,467,2.4781442746044515,5480,383,0.0,0,4144,True
